age,workclass,education,marital-status,occupation,relationship,hours-per-week,capital-change,income
Senior, Self-emp-not-inc, HS-grad, Widowed, Other-service, Not-in-family,Less-workload,No-change, <=50K
Senior, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,Less-workload,No-change, >50K
Young, Private, HS-grad, Never-married, Sales, Own-child,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Married-civ-spouse, Craft-repair, Husband,Over-workload,Capital-gain, <=50K
Middle-age, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband,Over-workload,Capital-gain, <=50K
Young, Private, HS-grad, Never-married, Craft-repair, Other-relative,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Married-civ-spouse, Transport-moving, Husband,Over-workload,Capital-loss, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,No-change, >50K
Young, Government, Bachelors, Never-married, Prof-specialty, Own-child,Over-workload,No-change, <=50K
Senior, Private, Some-college, Widowed, Prof-specialty, Not-in-family,Less-workload,No-change, <=50K
Senior, Government, HS-grad, Divorced, Other-service, Unmarried,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Divorced, Craft-repair, Other-relative,Normal-workload,No-change, <=50K
Young, Private, Low-education, Never-married, Farming-fishing, Unmarried,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Never-married, Adm-clerical, Unmarried,Normal-workload,No-change, <=50K
Young, Private, Assoc-voc, Never-married, Other-service, Other-relative,Normal-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Sales, Not-in-family,Over-workload,No-change, <=50K
Young, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband,Over-workload,Capital-gain, >50K
Middle-age, Private, Some-college, Never-married, Machine-op-inspct, Own-child,Over-workload,No-change, <=50K
Young, Government, Some-college, Never-married, Transport-moving, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Government, HS-grad, Never-married, Exec-managerial, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Bachelors, Never-married, Prof-specialty, Not-in-family,Normal-workload,No-change, >50K
Middle-age, Private, Doctorate, Never-married, Prof-specialty, Not-in-family,Less-workload,No-change, <=50K
Middle-age, Government, Masters, Married-civ-spouse, Prof-specialty, Husband,Over-workload,Capital-loss, >50K
Senior, Private, Bachelors, Married-civ-spouse, Sales, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Low-education, Never-married, Exec-managerial, Not-in-family,Over-workload,Capital-gain, <=50K
Middle-age, Private, HS-grad, Widowed, Prof-specialty, Unmarried,Normal-workload,No-change, <=50K
Young, Private, Bachelors, Never-married, Sales, Not-in-family,Normal-workload,Capital-gain, >50K
Middle-age, Private, Masters, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,No-change, >50K
Senior, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried,Over-workload,No-change, <=50K
Senior, Government, Bachelors, Divorced, Prof-specialty, Not-in-family,Normal-workload,No-change, <=50K
Senior, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband,Normal-workload,No-change, >50K
Young, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,No-change, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Low-education, Married-civ-spouse, Craft-repair, Husband,Over-workload,No-change, >50K
Senior, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Unmarried,Normal-workload,No-change, <=50K
Senior, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,Less-workload,No-change, <=50K
Middle-age, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, <=50K
Middle-age, Government, Some-college, Married-civ-spouse, Machine-op-inspct, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Never-married, Craft-repair, Unmarried,Normal-workload,Capital-gain, >50K
Senior, Private, Low-education, Widowed, Sales, Unmarried,Less-workload,No-change, <=50K
Senior, Private, Bachelors, Divorced, Sales, Not-in-family,Over-workload,No-change, <=50K
Middle-age, Government, Bachelors, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,No-change, >50K
Middle-age, Private, Some-college, Never-married, Adm-clerical, Not-in-family,Over-workload,No-change, <=50K
Middle-age, Government, Bachelors, Divorced, Protective-serv, Not-in-family,Over-workload,No-change, >50K
Senior, Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, Not-in-family,Normal-workload,Capital-loss, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,Over-workload,No-change, >50K
Senior, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Prof-specialty, Own-child,Less-workload,No-change, <=50K
Middle-age, Government, Masters, Married-civ-spouse, Tech-support, Husband,Normal-workload,Capital-loss, >50K
Young, Government, Some-college, Never-married, Craft-repair, Not-in-family,Normal-workload,No-change, <=50K
Young, Private, Low-education, Never-married, Other-service, Own-child,Less-workload,No-change, <=50K
Middle-age, Government, HS-grad, Married-civ-spouse, Other-service, Husband,Over-workload,No-change, <=50K
Senior, Government, Some-college, Divorced, Other-service, Other-relative,Normal-workload,Capital-gain, >50K
Middle-age, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Own-child,Over-workload,No-change, <=50K
Middle-age, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Own-child,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband,Over-workload,No-change, >50K
Young, Private, Some-college, Never-married, Sales, Not-in-family,Less-workload,No-change, <=50K
Young, Private, Low-education, Divorced, Prof-specialty, Own-child,Over-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Sales, Own-child,Normal-workload,No-change, <=50K
Senior, Private, Masters, Married-civ-spouse, Exec-managerial, Husband,Over-workload,Capital-gain, >50K
Middle-age, Self-emp-not-inc, Bachelors, Separated, Craft-repair, Own-child,Normal-workload,No-change, <=50K
Senior, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,Over-workload,Capital-gain, >50K
Young, Private, Some-college, Never-married, Handlers-cleaners, Own-child,Less-workload,No-change, <=50K
Middle-age, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband,Over-workload,Capital-loss, >50K
Young, Private, Some-college, Never-married, Craft-repair, Other-relative,Normal-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Transport-moving, Own-child,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Masters, Married-civ-spouse, Prof-specialty, Husband,Over-workload,No-change, <=50K
Middle-age, Government, HS-grad, Married-civ-spouse, Other-service, Husband,Normal-workload,No-change, <=50K
Middle-age, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband,Less-workload,No-change, <=50K
Middle-age, Private, HS-grad, Divorced, Adm-clerical, Unmarried,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,Normal-workload,No-change, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband,Less-workload,No-change, >50K
Middle-age, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,Over-workload,No-change, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Assoc-voc, Never-married, Adm-clerical, Own-child,Normal-workload,No-change, <=50K
Middle-age, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband,Over-workload,No-change, >50K
Middle-age, Government, HS-grad, Never-married, Transport-moving, Not-in-family,Normal-workload,No-change, <=50K
Senior, Government, Bachelors, Never-married, Adm-clerical, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Low-education, Married-civ-spouse, Transport-moving, Husband,Normal-workload,No-change, <=50K
Senior, Private, Masters, Never-married, Prof-specialty, Not-in-family,Normal-workload,No-change, <=50K
Young, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,Normal-workload,No-change, <=50K
Young, Private, Assoc-acdm, Never-married, Other-service, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband,Over-workload,No-change, <=50K
Senior, Government, Doctorate, Never-married, Prof-specialty, Not-in-family,Over-workload,Capital-loss, >50K
Middle-age, Private, HS-grad, Divorced, Transport-moving, Not-in-family,Over-workload,Capital-gain, >50K
Middle-age, Government, Low-education, Divorced, Sales, Unmarried,Over-workload,Capital-gain, >50K
Senior, Government, Bachelors, Married-civ-spouse, Adm-clerical, Husband,Normal-workload,No-change, >50K
Middle-age, Private, Some-college, Never-married, Tech-support, Own-child,Less-workload,No-change, <=50K
Middle-age, Private, Bachelors, Divorced, Sales, Not-in-family,Over-workload,Capital-loss, >50K
Young, Private, Bachelors, Never-married, Prof-specialty, Not-in-family,Normal-workload,No-change, <=50K
Senior, Private, HS-grad, Divorced, Prof-specialty, Not-in-family,Normal-workload,No-change, >50K
Senior, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Never-married, Adm-clerical, Own-child,Normal-workload,No-change, <=50K
Middle-age, Government, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife,Normal-workload,No-change, <=50K
Middle-age, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,Over-workload,No-change, >50K
Young, Private, Bachelors, Never-married, Exec-managerial, Not-in-family,Normal-workload,No-change, <=50K
Young, Private, Some-college, Never-married, Prof-specialty, Own-child,Less-workload,No-change, <=50K
Senior, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried,Normal-workload,Capital-gain, <=50K
Young, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Bachelors, Divorced, Sales, Unmarried,Over-workload,No-change, <=50K
Senior, Private, Bachelors, Never-married, Prof-specialty, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,Over-workload,No-change, <=50K
Middle-age, Private, HS-grad, Divorced, Other-service, Unmarried,Less-workload,No-change, <=50K
Middle-age, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband,Over-workload,No-change, >50K
Young, Private, Some-college, Never-married, Adm-clerical, Unmarried,Normal-workload,No-change, <=50K
Middle-age, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband,Over-workload,No-change, >50K
Middle-age, Private, Low-education, Divorced, Other-service, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Assoc-voc, Divorced, Other-service, Unmarried,Normal-workload,No-change, <=50K
Senior, Private, Low-education, Married-spouse-absent, Craft-repair, Other-relative,Normal-workload,No-change, <=50K
Senior, Private, HS-grad, Widowed, Adm-clerical, Not-in-family,Normal-workload,No-change, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, >50K
Young, Private, Some-college, Married-civ-spouse, Sales, Husband,Over-workload,No-change, >50K
Senior, Private, Some-college, Divorced, Adm-clerical, Not-in-family,Less-workload,No-change, <=50K
Young, Private, Low-education, Never-married, Prof-specialty, Unmarried,Normal-workload,No-change, <=50K
Senior, Government, Some-college, Divorced, Prof-specialty, Not-in-family,Over-workload,No-change, >50K
Middle-age, Private, HS-grad, Never-married, Adm-clerical, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Private, Low-education, Married-civ-spouse, Prof-specialty, Husband,Normal-workload,No-change, <=50K
Young, Private, Assoc-voc, Never-married, Tech-support, Unmarried,Normal-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Other-service, Unmarried,Normal-workload,Capital-loss, <=50K
Senior, Government, Some-college, Divorced, Adm-clerical, Other-relative,Normal-workload,Capital-gain, <=50K
Senior, Private, HS-grad, Separated, Sales, Not-in-family,Normal-workload,No-change, <=50K
Middle-age, Government, Some-college, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, <=50K
Young, Private, Low-education, Never-married, Handlers-cleaners, Unmarried,Normal-workload,No-change, <=50K
Middle-age, Government, HS-grad, Married-civ-spouse, Adm-clerical, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband,Normal-workload,No-change, <=50K
Middle-age, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband,Over-workload,No-change, >50K
Middle-age, Private, Bachelors, Separated, Exec-managerial, Not-in-family,Over-workload,No-change, <=50K
Middle-age, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband,Over-workload,No-change, <=50K
Senior, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband,Over-workload,No-change, >50K
Senior, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,Less-workload,No-change, <=50K
Middle-age, Government, Some-college, Married-civ-spouse, Protective-serv, Husband,Normal-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Handlers-cleaners, Own-child,Normal-workload,No-change, <=50K
Young, Private, Bachelors, Never-married, Tech-support, Not-in-family,Normal-workload,Capital-loss, <=50K
Young, Private, HS-grad, Never-married, Adm-clerical, Own-child,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Never-married, Sales, Not-in-family,Over-workload,No-change, <=50K
Senior, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband,Less-workload,No-change, <=50K
Middle-age, Private, Some-college, Married-civ-spouse, Transport-moving, Husband,Over-workload,No-change, >50K
Young, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Other-relative,Normal-workload,No-change, <=50K
Middle-age, Government, Bachelors, Separated, Prof-specialty, Unmarried,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative,Normal-workload,No-change, <=50K
Middle-age, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband,Over-workload,Capital-gain, >50K
Middle-age, Government, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband,Normal-workload,No-change, <=50K
Young, Private, HS-grad, Never-married, Craft-repair, Own-child,Less-workload,Capital-loss, <=50K
Middle-age, Government, Bachelors, Married-civ-spouse, Protective-serv, Husband,Over-workload,Capital-loss, >50K
